Batch,School,Divisions,Sports,Conference,Current Rating,Current Source,US News Name,US News Rank,US News Category,US News URL,Niche Academics Grade,Niche URL,Status,Notes
48,King (TN),NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
48,Kutztown,NCAA D2,womens,Pennsylvania State Athletic Conference,,,,,,,,,todo,
48,Lake Erie,NCAA D2,mens+womens,GLIAC,5.4,division-modal,,,,,,,todo,
48,Lander,NCAA D2,mens+womens,Peach Belt,5.4,division-modal,,,,,,,todo,
48,Lee (TN),NCAA D2,mens+womens,SAC,6.8,rated,,,,,,,todo,
48,Lees-McRae,NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
48,Lenoir-Rhyne,NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
49,Lewis,NCAA D2,mens+womens,GLVC,5.4,division-modal,,,,,,,todo,
49,Lincoln (MO),NCAA D2,mens+womens,MIAA,4.6,rated,,,,,,,todo,
49,Lincoln (PA),NCAA D2,womens,Central Atlantic Collegiate Conference,,,,,,,,,todo,
49,Lincoln Memorial,NCAA D2,mens+womens,SAC,4.6,rated,,,,,,,todo,
49,Lubbock Christian,NCAA D2,mens+womens,Lone Star,5.5,rated,,,,,,,todo,
49,Lynn,NCAA D2,mens+womens,Sunshine State,6.5,rated,,,,,,,todo,
49,Malone,NCAA D2,mens+womens,GMAC,5.4,division-modal,,,,,,,todo,
49,Mars Hill,NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
49,Mary,NCAA D2,womens,Northern Sun Intercollegiate Conference,5.4,division-modal,,,,,,,todo,
49,Maryville (MO),NCAA D2,mens+womens,GLVC,5.4,division-modal,,,,,,,todo,
50,McKendree,NCAA D2,mens+womens,GLVC,5.4,division-modal,,,,,,,todo,
50,Menlo,NCAA D2,mens+womens,Golden State,5.4,division-modal,,,,,,,todo,
50,Mercy,NCAA D2,mens+womens,ECC,5.4,division-modal,,,,,,,todo,
50,Metro State Denver,NCAA D2,mens+womens,RMAC,5.3,rated,,,,,,,todo,
50,Michigan Tech,NCAA D2,womens,Great Lakes Intercollegiate Athletic Conference,,,,,,,,,todo,
50,Middle Georgia State,NCAA D2,mens+womens,Peach Belt,5.3,rated,,,,,,,todo,
50,Midwestern State,NCAA D2,mens+womens,LSC,5.3,rated,,,,,,,todo,
50,Millersville,NCAA D2,mens+womens,PSAC,5.4,division-modal,,,,,,,todo,
50,Minnesota Crookston,NCAA D2,womens,Northern Sun Intercollegiate Conference,,,,,,,,,todo,
50,Minnesota Duluth,NCAA D2,womens,Northern Sun Intercollegiate Conference,,,,,,,,,todo,
51,Minnesota State Mankato,NCAA D2,womens,Northern Sun Intercollegiate Conference,,,,,,,,,todo,
51,Minnesota State Moorhead,NCAA D2,womens,Northern Sun Intercollegiate Conference,,,,,,,,,todo,
51,Minot State,NCAA D2,womens,Northern Sun Intercollegiate Conference,,,,,,,,,todo,
51,Mississippi Christian,NCAA D2,womens,Gulf South Conference,,,,,,,,,todo,
51,Mississippi College,NCAA D2,mens+womens,GSC,5.4,division-modal,,,,,,,todo,
51,Missouri S&T,NCAA D2,mens+womens,GLVC,8.5,rated,,,,,,,todo,
51,Missouri Southern,NCAA D2,womens,Mid-America Intercollegiate Athletics Association,,,,,,,,,todo,
51,Missouri Western,NCAA D2,womens,Mid-America Intercollegiate Athletics Association,,,,,,,,,todo,
51,Molloy,NCAA D2,mens+womens,ECC,5.4,division-modal,,,,,,,todo,
51,Monroe (NY),NCAA D2,mens,ECC,5.4,division-modal,,,,,,,todo,
52,Montana State Billings,NCAA D2,womens,Great Northwest Athletic Conference,5.3,rated,,,,,,,todo,
52,Montevallo,NCAA D2,mens+womens,GSC,5.4,division-modal,,,,,,,todo,
52,Mount Olive,NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
52,Nebraska at Kearney,NCAA D2,womens,Mid-America Intercollegiate Athletics Association,,,,,,,,,todo,
52,New Mexico Highlands,NCAA D2,womens,Rocky Mountain Athletic Conference,,,,,,,,,todo,
52,Newberry,NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
52,Newman,NCAA D2,mens+womens,MIAA,5.4,division-modal,,,,,,,todo,
52,North Georgia,NCAA D2,mens+womens,Peach Belt,5.4,division-modal,,,,,,,todo,
52,North Greenville,NCAA D2,womens,Conference Carolinas,,,,,,,,,todo,
52,Northeastern State,NCAA D2,mens+womens,GAC,5.3,rated,,,,,,,todo,
53,Northern Michigan,NCAA D2,mens+womens,GLIAC,5.4,division-modal,,,,,,,todo,
53,Northern State,NCAA D2,womens,Northern Sun Intercollegiate Conference,,,,,,,,,todo,
53,Northwest Missouri State,NCAA D2,womens,Mid-America Intercollegiate Athletics Association,,,,,,,,,todo,
53,Northwest Nazarene,NCAA D2,mens+womens,GNAC,5.5,rated,,,,,,,todo,
53,Northwestern Oklahoma State,NCAA D2,womens,Great American Conference,,,,,,,,,todo,
53,Northwood,NCAA D2,mens+womens,GLIAC,5.4,division-modal,,,,,,,todo,
53,Nova Southeastern,NCAA D2,mens+womens,Sunshine State,7.5,rated,,,,,,,todo,
53,Ohio Dominican,NCAA D2,mens+womens,GMAC,5.4,division-modal,,,,,,,todo,
53,Oklahoma Baptist,NCAA D2,womens,Great American Conference,,,,,,,,,todo,
53,Oklahoma Christian,NCAA D2,mens+womens,Heartland,5.5,rated,,,,,,,todo,
54,Ouachita Baptist,NCAA D2,mens+womens,GAC,5.5,rated,,,,,,,todo,
54,Pace,NCAA D2,mens+womens,,5.4,division-modal,,,,,,,todo,
54,Palm Beach Atlantic,NCAA D2,mens+womens,Sunshine State,5.4,division-modal,,,,,,,todo,
54,PennWest California,NCAA D2,mens+womens,PSAC,5.3,rated,,,,,,,todo,
54,PennWest Clarion,NCAA D2,womens,Pennsylvania State Athletic Conference,,,,,,,,,todo,
54,PennWest Edinboro,NCAA D2,womens,Pennsylvania State Athletic Conference,,,,,,,,,todo,
54,PennWest Johnstown,NCAA D2,mens,PSAC,5.3,rated,,,,,,,todo,
54,Pitt-Johnstown,NCAA D2,womens,Pennsylvania State Athletic Conference,,,,,,,,,todo,
54,Point Loma Nazarene,NCAA D2,mens+womens,PacWest,8,rated,,,,,,,todo,
54,Point Park,NCAA D2,mens+womens,AMC,5.4,division-modal,,,,,,,todo,
55,Post,NCAA D2,mens+womens,ECC,5.4,division-modal,,,,,,,todo,
55,Purdue Northwest,NCAA D2,mens+womens,GLIAC,5.4,division-modal,,,,,,,todo,
55,Queens (CUNY),NCAA D2,mens+womens,ECC,6.8,rated,,,,,,,todo,
55,Quincy,NCAA D2,mens+womens,GLVC,5.4,division-modal,,,,,,,todo,
55,Regis (CO),NCAA D2,mens+womens,RMAC,6.8,rated,,,,,,,todo,
55,Roberts Wesleyan,NCAA D2,mens+womens,ECC,5.4,division-modal,,,,,,,todo,
55,Rockhurst,NCAA D2,mens+womens,MIAA,6.8,rated,,,,,,,todo,
55,Rogers State,NCAA D2,mens+womens,Heartland,5.3,rated,,,,,,,todo,
55,Rollins,NCAA D2,mens+womens,Sunshine State,8.2,rated,,,,,,,todo,
55,Roosevelt,NCAA D2,mens+womens,CCAC,5.4,division-modal,,,,,,,todo,
56,Saginaw Valley State,NCAA D2,mens+womens,GLIAC,5.3,rated,,,,,,,todo,
56,Saint Anselm,NCAA D2,mens+womens,Northeast-10,7,rated,,,,,,,todo,
56,Saint Leo,NCAA D2,mens+womens,Sunshine State,5.4,division-modal,,,,,,,todo,
56,Saint Martin's,NCAA D2,mens+womens,GNAC,5.4,division-modal,,,,,,,todo,
56,Saint Michael's,NCAA D2,mens+womens,Northeast-10,7,rated,,,,,,,todo,
56,Salem,NCAA D2,mens+womens,SAC,4.6,rated,,,,,,,todo,
56,San Francisco State,NCAA D2,mens+womens,CCAA,5.3,rated,,,,,,,todo,
56,Seattle Pacific,NCAA D2,mens+womens,GNAC,5.4,division-modal,,,,,,,todo,
56,Seton Hill,NCAA D2,mens+womens,PSAC,5.4,division-modal,,,,,,,todo,
56,Shaw,NCAA D2,mens+womens,CIAA,4.6,rated,,,,,,,todo,
57,Shawnee State,NCAA D2,mens,GMAC,4.5,rated,,,,,,,todo,
57,Shepherd,NCAA D2,mens+womens,Mountain East,5.4,division-modal,,,,,,,todo,
57,Shippensburg,NCAA D2,mens+womens,PSAC,5.4,division-modal,,,,,,,todo,
57,Shorter,NCAA D2,mens+womens,Peach Belt,4.6,rated,,,,,,,todo,
57,Simon Fraser,NCAA D2,mens+womens,GNAC,7.2,rated,,,,,,,todo,
57,Sioux Falls,NCAA D2,womens,Northern Sun Intercollegiate Conference,,,,,,,,,todo,
57,Slippery Rock,NCAA D2,mens+womens,PSAC,5.4,division-modal,,,,,,,todo,
57,South Carolina Aiken,NCAA D2,mens+womens,Peach Belt,5.4,division-modal,,,,,,,todo,
57,South Carolina Beaufort,NCAA D2,womens,Peach Belt Conference,,,,,,,,,todo,
57,South Dakota Mines,NCAA D2,mens,RMAC,8,rated,,,,,,,todo,
58,Southern Connecticut State,NCAA D2,mens+womens,Northeast-10,5.3,rated,,,,,,,todo,
58,Southern Nazarene,NCAA D2,mens+womens,Heartland,5.5,rated,,,,,,,todo,
58,Southern New Hampshire,NCAA D2,mens+womens,Northeast-10,5.4,division-modal,,,,,,,todo,
58,Southern Wesleyan,NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
58,Southwest Baptist,NCAA D2,mens+womens,MIAA,5.5,rated,,,,,,,todo,
58,Southwest Minnesota State,NCAA D2,mens+womens,NSIC,5.7,rated,,,,,,,todo,
58,Southwestern Oklahoma State,NCAA D2,womens,Great American Conference,,,,,,,,,todo,
58,Spring Hill,NCAA D2,mens+womens,GSC,5.4,division-modal,,,,,,,todo,
58,St. Cloud State,NCAA D2,mens+womens,NSIC,5.3,rated,,,,,,,todo,
58,St. Edward's,NCAA D2,womens,Lone Star Conference,,,,,,,,,todo,
59,St. Mary's (TX),NCAA D2,mens+womens,Heartland,6.8,rated,,,,,,,todo,
59,St. Thomas Aquinas,NCAA D2,mens+womens,ECC,5.4,division-modal,,,,,,,todo,
59,Staten Island,NCAA D2,mens+womens,ECC,5.3,rated,,,,,,,todo,
59,Sul Ross State,NCAA D2,mens+womens,Heartland,5.3,rated,,,,,,,todo,
59,Tampa,NCAA D2,mens+womens,Sunshine State,7.8,rated,,,,,,,todo,
59,Texas A&M International,NCAA D2,mens+womens,Heartland,5.4,division-modal,,,,,,,todo,
59,Texas Woman's,NCAA D2,womens,Lone Star Conference,,,,,,,,,todo,
59,Thomas Jefferson,NCAA D2,mens,CACC,7,rated,,,,,,,todo,
59,Thomas More,NCAA D2,mens+womens,AMC,5.4,division-modal,,,,,,,todo,
59,Tiffin,NCAA D2,mens+womens,GLIAC,5.4,division-modal,,,,,,,todo,
60,Trevecca Nazarene,NCAA D2,mens+womens,Mid-South,5.5,rated,,,,,,,todo,
60,Truman State,NCAA D2,mens+womens,GLVC,8,rated,,,,,,,todo,
60,Tusculum,NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
60,Tuskegee,NCAA D2,womens,Independent,,,,,,,,,todo,
60,UC Merced,NCAA D2,mens+womens,CCAA,7.5,rated,,,,,,,todo,
60,UCCS,NCAA D2,mens+womens,RMAC,5.4,division-modal,,,,,,,todo,
60,UIS,NCAA D2,womens,Great Lakes Valley Conference,,,,,,,,,todo,
60,UMSL,NCAA D2,mens+womens,GLVC,5.4,division-modal,,,,,,,todo,
60,UNC Pembroke,NCAA D2,womens,Conference Carolinas,,,,,,,,,todo,
60,Union (TN),NCAA D2,mens+womens,Mid-South,6.8,rated,,,,,,,todo,
61,Upper Iowa,NCAA D2,mens+womens,NSIC,5.4,division-modal,,,,,,,todo,
61,Ursuline,NCAA D2,womens,Great Midwest Athletic Conference,,,,,,,,,todo,
61,UT Dallas,NCAA D2,mens+womens,Heartland,9.2,rated,,,,,,,todo,
61,UT Permian Basin,NCAA D2,womens,Lone Star Conference,,,,,,,,,todo,
61,UT Tyler,NCAA D2,mens+womens,Heartland,5.4,division-modal,,,,,,,todo,
61,Valdosta State,NCAA D2,womens,Gulf South Conference,,,,,,,,,todo,
61,Vanguard,NCAA D2,mens+womens,PacWest,7,rated,,,,,,,todo,
61,Virginia State,NCAA D2,mens+womens,CIAA,5.3,rated,,,,,,,todo,
61,Walsh,NCAA D2,mens+womens,GMAC,5.4,division-modal,,,,,,,todo,
61,Washburn,NCAA D2,womens,Mid-America Intercollegiate Athletics Association,,,,,,,,,todo,
62,Wayne State (MI),NCAA D2,womens,Great Lakes Intercollegiate Athletic Conference,,,,,,,,,todo,
62,Wayne State (NE),NCAA D2,womens,Northern Sun Intercollegiate Conference,,,,,,,,,todo,
62,West Alabama,NCAA D2,mens+womens,GSC,5.4,division-modal,,,,,,,todo,
62,West Chester,NCAA D2,mens+womens,PSAC,6.5,rated,,,,,,,todo,
62,West Liberty,NCAA D2,mens+womens,Mountain East,5.4,division-modal,,,,,,,todo,
62,West Texas A&M,NCAA D2,mens+womens,LSC,5.4,division-modal,,,,,,,todo,
62,West Virginia State,NCAA D2,womens,Mountain East Conference,5.3,rated,,,,,,,todo,
62,West Virginia Wesleyan,NCAA D2,mens+womens,Mountain East,5.4,division-modal,,,,,,,todo,
62,Western Colorado,NCAA D2,womens,Rocky Mountain Athletic Conference,,,,,,,,,todo,
62,Western Oregon,NCAA D2,mens+womens,GNAC,5.4,division-modal,,,,,,,todo,
63,Western Washington,NCAA D2,mens+womens,GNAC,7.2,rated,,,,,,,todo,
63,Westminster (UT),NCAA D2,mens+womens,RMAC,5.4,division-modal,,,,,,,todo,
63,Westmont,NCAA D2,mens+womens,PacWest,8,rated,,,,,,,todo,
63,Wheeling,NCAA D2,mens+womens,Mountain East,5.4,division-modal,,,,,,,todo,
63,William Jewell,NCAA D2,mens+womens,GLVC,5.4,division-modal,,,,,,,todo,
63,Wilmington (DE),NCAA D2,mens+womens,CACC,5.4,division-modal,,,,,,,todo,
63,Wingate,NCAA D2,mens+womens,SAC,6.5,rated,,,,,,,todo,
63,Winona State,NCAA D2,womens,Northern Sun Intercollegiate Conference,,,,,,,,,todo,
63,Wisconsin-Parkside,NCAA D2,mens+womens,GLIAC,5.4,division-modal,,,,,,,todo,
63,Young Harris,NCAA D2,mens+womens,Peach Belt,5.4,division-modal,,,,,,,todo,
64,Adrian,NCAA D3,mens,MIAA-D3,6.5,division-modal,,,,,,,todo,
64,Adrian College,NCAA D3,womens,Michigan Intercollegiate Athletic Association,6.5,division-modal,,,,,,,todo,
64,Agnes Scott College,NCAA D3,womens,Collegiate Conference of the South,,,,,,,,,todo,
64,Albertus Magnus,NCAA D3,mens+womens,NAC,6.5,division-modal,,,,,,,todo,
64,Albion,NCAA D3,mens,MIAA-D3,6.5,division-modal,,,,,,,todo,
64,Albion College,NCAA D3,womens,Michigan Intercollegiate Athletic Association,6.5,division-modal,,,,,,,todo,
64,Albright,NCAA D3,mens,MAC Commonwealth,6.5,division-modal,,,,,,,todo,
64,Albright College,NCAA D3,womens,Middle Atlantic Conference (Commonwealth),6.5,division-modal,,,,,,,todo,
64,Alfred State,NCAA D3,mens,AMCC,6.2,rated,,,,,,,todo,
64,Alfred University,NCAA D3,mens+womens,Empire 8,6.6,rated,,,,,,,todo,
65,Allegheny,NCAA D3,mens,NCAC,6.5,division-modal,,,,,,,todo,
65,Allegheny College,NCAA D3,womens,Presidents' Athletic Conference,6.5,division-modal,,,,,,,todo,
65,Alma,NCAA D3,mens,MIAA-D3,6.5,division-modal,,,,,,,todo,
65,Alma College,NCAA D3,womens,Michigan Intercollegiate Athletic Association,6.5,division-modal,,,,,,,todo,
65,Alvernia,NCAA D3,mens,MAC Commonwealth,6.5,division-modal,,,,,,,todo,
65,Alvernia University,NCAA D3,womens,Middle Atlantic Conference (Commonwealth),6.5,division-modal,,,,,,,todo,
65,Alverno College,NCAA D3,womens,Northern Athletics Collegiate Conference,,,,,,,,,todo,
65,Amherst,NCAA D3,mens,NESCAC,10,rated,,,,,,,todo,
65,Amherst College,NCAA D3,womens,New England Small College Athletic Conference,10,rated,,,,,,,todo,
65,Anderson (IN),NCAA D3,mens,HCAC,6.5,division-modal,,,,,,,todo,
66,Anderson University (IN),NCAA D3,womens,Heartland Collegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
66,Anna Maria,NCAA D3,mens,MASCAC,6.5,division-modal,,,,,,,todo,
66,Anna Maria College,NCAA D3,womens,Massachusetts State Collegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
66,Arcadia,NCAA D3,mens,MAC Freedom,6.5,division-modal,,,,,,,todo,
66,Arcadia University,NCAA D3,womens,Middle Atlantic Conference (Freedom),6.5,division-modal,,,,,,,todo,
66,Asbury,NCAA D3,mens,CCS,6.5,division-modal,,,,,,,todo,
66,Asbury University,NCAA D3,womens,Collegiate Conference of the South,6.5,division-modal,,,,,,,todo,
66,Augsburg,NCAA D3,mens,MIAC,6.5,division-modal,,,,,,,todo,
66,Augsburg University,NCAA D3,womens,Minnesota Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
66,Augustana (IL),NCAA D3,mens,CCIW,8,rated,,,,,,,todo,
67,Augustana College,NCAA D3,womens,College Conference of Illinois & Wisconsin,,,,,,,,,todo,
67,Aurora,NCAA D3,mens,NACC,6.5,division-modal,,,,,,,todo,
67,Aurora University,NCAA D3,womens,Northern Athletics Collegiate Conference,6.5,division-modal,,,,,,,todo,
67,Austin College,NCAA D3,mens+womens,ASC,6.6,rated,,,,,,,todo,
67,Averett,NCAA D3,mens,ODAC,6.5,division-modal,,,,,,,todo,
67,Averett University,NCAA D3,womens,Old Dominion Athletic Conference,6.5,division-modal,,,,,,,todo,
67,Azusa Pacific University,NCAA D3,womens,Southern California Intercollegiate Athletic Conference,,,,,,,,,todo,
67,Babson,NCAA D3,mens,NEWMAC,9.8,rated,,,,,,,todo,
67,Babson College,NCAA D3,womens,New England Women's and Men's Athletic Conference,9.8,rated,,,,,,,todo,
67,Baldwin Wallace,NCAA D3,mens,OAC,6.5,division-modal,,,,,,,todo,
68,Baldwin Wallace University,NCAA D3,womens,Ohio Athletic Conference,6.5,division-modal,,,,,,,todo,
68,Bard,NCAA D3,mens,Liberty League,9.2,rated,,,,,,,todo,
68,Bard College,NCAA D3,womens,Liberty League,9.2,rated,,,,,,,todo,
68,Bates,NCAA D3,mens,NESCAC,9.8,rated,,,,,,,todo,
68,Bates College,NCAA D3,womens,New England Small College Athletic Conference,9.8,rated,,,,,,,todo,
68,Batten University,NCAA D3,womens,Old Dominion Athletic Conference,,,,,,,,,todo,
68,Belhaven,NCAA D3,mens,ASC,6.5,division-modal,,,,,,,todo,
68,Belhaven University,NCAA D3,womens,Collegiate Conference of the South,6.5,division-modal,,,,,,,todo,
68,Beloit,NCAA D3,mens,MWC-D3,7.8,rated,,,,,,,todo,
68,Beloit College,NCAA D3,womens,Midwest Conference,7.8,rated,,,,,,,todo,
69,Benedictine (IL),NCAA D3,mens,CCIW,6.5,division-modal,,,,,,,todo,
69,Benedictine University,NCAA D3,womens,Northern Athletics Collegiate Conference,,,,,,,,,todo,
69,Berea,NCAA D3,mens,HCAC,8.5,rated,,,,,,,todo,
69,Berea College,NCAA D3,womens,Heartland Collegiate Athletic Conference,8.5,rated,,,,,,,todo,
69,Berry,NCAA D3,mens,SAA,8.2,rated,,,,,,,todo,
69,Berry College,NCAA D3,womens,Southern Athletic Association,8.2,rated,,,,,,,todo,
69,Bethany (WV),NCAA D3,mens,PAC,6.5,division-modal,,,,,,,todo,
69,Bethany College (WV),NCAA D3,womens,Presidents' Athletic Conference,6.5,division-modal,,,,,,,todo,
69,Bethany Lutheran,NCAA D3,mens,UMAC,6.5,division-modal,,,,,,,todo,
69,Bethany Lutheran College,NCAA D3,womens,Upper Midwest Athletic Conference,6.5,division-modal,,,,,,,todo,
70,Bethel (MN),NCAA D3,mens,MIAC,6.5,division-modal,,,,,,,todo,
70,Bethel University (MN),NCAA D3,womens,Minnesota Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
70,Blackburn,NCAA D3,mens,SLIAC,6.5,division-modal,,,,,,,todo,
70,Blackburn College,NCAA D3,womens,St. Louis Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
70,Bluffton,NCAA D3,mens,HCAC,6.5,division-modal,,,,,,,todo,
70,Bluffton University,NCAA D3,womens,Heartland Collegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
70,Bob Jones,NCAA D3,mens,ASC,6.5,division-modal,,,,,,,todo,
70,Bowdoin,NCAA D3,mens,NESCAC,10,rated,,,,,,,todo,
70,Bowdoin College,NCAA D3,womens,New England Small College Athletic Conference,10,rated,,,,,,,todo,
70,Brandeis,NCAA D3,mens,UAA,9.5,rated,,,,,,,todo,
71,Brandeis University,NCAA D3,womens,University Athletic Association,9.5,rated,,,,,,,todo,
71,Brevard,NCAA D3,mens,SAA,6.5,division-modal,,,,,,,todo,
71,Brevard College,NCAA D3,womens,USA South Athletic Conference,6.5,division-modal,,,,,,,todo,
71,Bridgewater (VA),NCAA D3,mens,ODAC,6.5,division-modal,,,,,,,todo,
71,Bridgewater College,NCAA D3,womens,Old Dominion Athletic Conference,6.2,rated,,,,,,,todo,
71,Bridgewater State,NCAA D3,mens,MASCAC,6.2,rated,,,,,,,todo,
71,Bridgewater State University,NCAA D3,womens,Massachusetts State Collegiate Athletic Conference,6.2,rated,,,,,,,todo,
71,Bryn Athyn,NCAA D3,mens,CSAC,6.5,division-modal,,,,,,,todo,
71,Bryn Athyn College of the New Church,NCAA D3,womens,United East Conference,6.5,division-modal,,,,,,,todo,
71,Bryn Mawr College,NCAA D3,womens,Centennial Conference,,,,,,,,,todo,
72,Buena Vista,NCAA D3,mens,Iowa Conference,6.5,division-modal,,,,,,,todo,
72,Buena Vista University,NCAA D3,womens,American Rivers Conference,6.5,division-modal,,,,,,,todo,
72,Cairn,NCAA D3,mens,CSAC,6.5,division-modal,,,,,,,todo,
72,Cairn University,NCAA D3,womens,United East Conference,6.5,division-modal,,,,,,,todo,
72,Cal Lutheran,NCAA D3,mens+womens,SCIAC,6.5,division-modal,,,,,,,todo,
72,California Institute of Technology,NCAA D3,womens,Southern California Intercollegiate Athletic Conference,,,,,,,,,todo,
72,California Lutheran University,NCAA D3,womens,Southern California Intercollegiate Athletic Conference,8,rated,,,,,,,todo,
72,Caltech,NCAA D3,mens,SCIAC,10,rated,,,,,,,todo,
72,Calvin,NCAA D3,mens,MIAA-D3,8.5,rated,,,,,,,todo,
72,Calvin University,NCAA D3,womens,Michigan Intercollegiate Athletic Association,8.5,rated,,,,,,,todo,
73,Capital,NCAA D3,mens,OAC,6.5,division-modal,,,,,,,todo,
73,Capital University,NCAA D3,womens,Ohio Athletic Conference,6.5,division-modal,,,,,,,todo,
73,Carleton,NCAA D3,mens,MIAC,10,rated,,,,,,,todo,
73,Carleton College,NCAA D3,womens,Minnesota Intercollegiate Athletic Conference,10,rated,,,,,,,todo,
73,Carlow,NCAA D3,mens,AMCC,6.5,division-modal,,,,,,,todo,
73,Carlow University,NCAA D3,womens,Allegheny Mountain Collegiate Conference,6.5,division-modal,,,,,,,todo,
73,Carnegie Mellon,NCAA D3,mens,UAA,10,rated,,,,,,,todo,
73,Carnegie Mellon University,NCAA D3,womens,University Athletic Association,6.5,division-modal,,,,,,,todo,
73,Carroll (WI),NCAA D3,mens,MWC-D3,6.5,division-modal,,,,,,,todo,
73,Carroll University,NCAA D3,womens,College Conference of Illinois & Wisconsin,,,,,,,,,todo,
74,Carthage,NCAA D3,mens,CCIW,6.5,division-modal,,,,,,,todo,
74,Carthage College,NCAA D3,womens,College Conference of Illinois & Wisconsin,6.5,division-modal,,,,,,,todo,
74,Case Western Reserve,NCAA D3,mens,UAA,9.8,rated,,,,,,,todo,
74,Case Western Reserve University,NCAA D3,womens,University Athletic Association,9.8,rated,,,,,,,todo,
74,Catholic,NCAA D3,mens,LANDMARK,7.8,rated,,,,,,,todo,
74,Catholic University of America,NCAA D3,womens,Landmark Conference,7.8,rated,,,,,,,todo,
74,Cedar Crest College,NCAA D3,womens,Colonial States Athletic Conference,,,,,,,,,todo,
74,Centenary (LA),NCAA D3,mens,SLIAC,6.5,division-modal,,,,,,,todo,
74,Centenary (NJ),NCAA D3,mens,CSAC,6.5,division-modal,,,,,,,todo,
74,Centenary College of Louisiana,NCAA D3,womens,Southern Collegiate Athletic Conference,,,,,,,,,todo,
75,Centenary University,NCAA D3,womens,Atlantic East Conference,,,,,,,,,todo,
75,Central (IA),NCAA D3,mens,Iowa Conference,6.5,division-modal,,,,,,,todo,
75,Central College,NCAA D3,womens,American Rivers Conference,,,,,,,,,todo,
75,Centre,NCAA D3,mens,SAA,8.8,rated,,,,,,,todo,
75,Centre College,NCAA D3,womens,Southern Athletic Association,8.8,rated,,,,,,,todo,
75,Chapman,NCAA D3,mens,SCIAC,8.5,rated,,,,,,,todo,
75,Chapman University,NCAA D3,womens,Southern California Intercollegiate Athletic Conference,8.5,rated,,,,,,,todo,
75,Chatham,NCAA D3,mens,PAC,6.5,division-modal,,,,,,,todo,
75,Chatham University,NCAA D3,womens,Presidents' Athletic Conference,6.5,division-modal,,,,,,,todo,
75,Christopher Newport,NCAA D3,mens,ODAC,6.5,division-modal,,,,,,,todo,
76,Christopher Newport University,NCAA D3,womens,Coast-to-Coast Athletic Conference,6.5,division-modal,,,,,,,todo,
76,Claremont McKenna College,NCAA D3,womens,Southern California Intercollegiate Athletic Conference,,,,,,,,,todo,
76,Claremont-Mudd-Scripps,NCAA D3,mens+womens,SCIAC,10,rated,,,,,,,todo,
76,Clark (MA),NCAA D3,mens,NEWMAC,8.2,rated,,,,,,,todo,
76,Clark University,NCAA D3,womens,New England Women's and Men's Athletic Conference,,,,,,,,,todo,
76,Clarkson,NCAA D3,mens,Liberty League,8.2,rated,,,,,,,todo,
76,Clarkson University,NCAA D3,womens,Liberty League,8.2,rated,,,,,,,todo,
76,Coe,NCAA D3,mens,Iowa Conference,6.5,division-modal,,,,,,,todo,
76,Coe College,NCAA D3,womens,American Rivers Conference,6.5,division-modal,,,,,,,todo,
76,Colby,NCAA D3,mens,NESCAC,9.8,rated,,,,,,,todo,
77,Colby College,NCAA D3,womens,New England Small College Athletic Conference,9.8,rated,,,,,,,todo,
77,Colby-Sawyer,NCAA D3,mens+womens,CCC,6.5,division-modal,,,,,,,todo,
77,College of Mount Saint Vincent,NCAA D3,womens,Skyline Conference,6.5,division-modal,,,,,,,todo,
77,College of Saint Benedict,NCAA D3,womens,Minnesota Intercollegiate Athletic Conference,,,,,,,,,todo,
77,College of Wooster,NCAA D3,mens,NCAC,8.5,rated,,,,,,,todo,
77,Concordia (MN),NCAA D3,mens,MIAC,6.5,division-modal,,,,,,,todo,
77,Concordia Chicago,NCAA D3,mens,NACC,6.5,division-modal,,,,,,,todo,
77,Concordia College-Moorhead,NCAA D3,womens,Minnesota Intercollegiate Athletic Conference,,,,,,,,,todo,
77,Concordia Texas,NCAA D3,mens,ASC,6.5,division-modal,,,,,,,todo,
77,Concordia University-Chicago,NCAA D3,womens,Northern Athletics Collegiate Conference,,,,,,,,,todo,
78,Concordia University-Texas,NCAA D3,womens,Southern Collegiate Athletic Conference,,,,,,,,,todo,
78,Concordia University-Wisconsin,NCAA D3,womens,Northern Athletics Collegiate Conference,,,,,,,,,todo,
78,Concordia Wisconsin,NCAA D3,mens,NACC,6.5,division-modal,,,,,,,todo,
78,Connecticut College,NCAA D3,mens+womens,NESCAC,9.2,rated,,,,,,,todo,
78,Cornell College,NCAA D3,mens+womens,MWC-D3,6.6,rated,,,,,,,todo,
78,Covenant,NCAA D3,mens,SAA,6.5,division-modal,,,,,,,todo,
